PROVINCIE;GEMEENTENUMMER;GEMEENTENAAM;SOORT INSTELLING;BRIN NUMMER ACTUEEL;INSTELLINGSNAAM ACTUEEL;CROHO ONDERDEEL;CROHO SUBONDERDEEL;OPLEIDINGSCODE ACTUEEL;OPLEIDINGSNAAM ACTUEEL;OPLEIDINGSVORM;OPLEIDINGSFASE ACTUEEL;SOORT DIPLOMA;2012 MAN;2012 VROUW;2013 MAN;2013 VROUW;2014 MAN;2014 VROUW;2015 MAN;2015 VROUW;2016 MAN;2016 VROUW
Utrecht;344;UTRECHT;reguliere inst.;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);50902;B Religiewetenschappen;deeltijd onderwijs;bachelor;wo bachelor;0;0;0;0;3;3;0;0;0;0
Utrecht;344;UTRECHT;reguliere inst.;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);50902;B Religiewetenschappen;voltijd onderwijs;bachelor;wo bachelor;0;0;1;0;2;2;3;1;3;5
Utrecht;344;UTRECHT;reguliere inst.;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);50906;B Media en Cultuur;voltijd onderwijs;bachelor;wo bachelor;0;0;0;0;0;0;9;31;13;49
Utrecht;344;UTRECHT;reguliere inst.;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);56034;B Geschiedenis;deeltijd onderwijs;bachelor;wo bachelor;14;5;16;7;13;6;11;4;2;0
Utrecht;344;UTRECHT;reguliere inst.;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);56034;B Geschiedenis;voltijd onderwijs;bachelor;wo bachelor;109;51;98;69;105;54;103;52;95;59
Utrecht;344;UTRECHT;reguliere inst.;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);56041;B Islam en Arabisch;voltijd onderwijs;bachelor;wo bachelor;0;7;0;2;0;2;2;1;0;6
Utrecht;344;UTRECHT;reguliere inst.;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);56081;B Wijsbegeerte;deeltijd onderwijs;bachelor;wo bachelor;10;4;11;4;5;5;3;3;4;3
Utrecht;344;UTRECHT;reguliere inst.;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);56081;B Wijsbegeerte;voltijd onderwijs;bachelor;wo bachelor;22;7;10;4;17;7;20;13;22;16
Utrecht;344;UTRECHT;reguliere inst.;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);56091;B Keltische Talen en Cultuur;voltijd onderwijs;bachelor;wo bachelor;2;5;0;9;0;6;3;3;0;4
Utrecht;344;UTRECHT;reguliere inst.;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);56100;B Godgeleerdheid;deeltijd onderwijs;bachelor;wo bachelor;3;6;8;2;0;0;0;0;0;0
Utrecht;344;UTRECHT;reguliere inst.;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);56100;B Godgeleerdheid;voltijd onderwijs;bachelor;wo bachelor;4;9;5;5;0;0;0;0;0;0
Utrecht;344;UTRECHT;reguliere inst.;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);56700;B Muziekwetenschap;voltijd onderwijs;bachelor;wo bachelor;7;10;10;23;5;8;7;7;11;10
Utrecht;344;UTRECHT;reguliere inst.;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);56801;B Taal- en Cultuurstudies;voltijd onderwijs;bachelor;wo bachelor;21;109;12;107;19;89;24;76;18;85
Utrecht;344;UTRECHT;reguliere inst.;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);56802;B Literatuurwetenschap;voltijd onderwijs;bachelor;wo bachelor;6;15;2;11;3;9;3;22;5;21
Utrecht;344;UTRECHT;reguliere inst.;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);56803;B Taalwetenschap;voltijd onderwijs;bachelor;wo bachelor;0;14;1;9;3;12;6;16;7;12
Utrecht;344;UTRECHT;reguliere inst.;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);56804;B Nederlandse Taal en Cultuur;deeltijd onderwijs;bachelor;wo bachelor;2;9;2;10;1;7;0;3;2;2
Utrecht;344;UTRECHT;reguliere inst.;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);56804;B Nederlandse Taal en Cultuur;voltijd onderwijs;bachelor;wo bachelor;8;44;0;36;5;38;3;37;13;35
Utrecht;344;UTRECHT;reguliere inst.;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);56805;B Duitse Taal en Cultuur;voltijd onderwijs;bachelor;wo bachelor;6;9;4;7;6;7;7;5;4;11
Utrecht;344;UTRECHT;reguliere inst.;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);56806;B Engelse Taal en Cultuur;voltijd onderwijs;bachelor;wo bachelor;18;61;21;50;18;66;18;65;23;61
Utrecht;344;UTRECHT;reguliere inst.;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);56808;B Franse Taal en Cultuur;voltijd onderwijs;bachelor;wo bachelor;1;17;3;12;3;15;5;10;1;18
Utrecht;344;UTRECHT;reguliere inst.;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);56809;B Italiaanse Taal en Cultuur;voltijd onderwijs;bachelor;wo bachelor;0;7;2;4;2;3;2;7;3;7
Utrecht;344;UTRECHT;reguliere inst.;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);56810;B Spaanse Taal en Cultuur;voltijd onderwijs;bachelor;wo bachelor;7;18;6;21;4;13;3;12;2;13
Utrecht;344;UTRECHT;reguliere inst.;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);56811;B Portugese Taal en Cultuur;voltijd onderwijs;bachelor;wo bachelor;2;4;1;5;1;1;3;1;0;2
Utrecht;344;UTRECHT;reguliere inst.;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);56824;B Kunstgeschiedenis;deeltijd onderwijs;bachelor;wo bachelor;1;7;0;6;0;6;0;5;0;1
Utrecht;344;UTRECHT;reguliere inst.;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);56824;B Kunstgeschiedenis;voltijd onderwijs;bachelor;wo bachelor;8;50;2;37;7;39;2;16;3;22
Utrecht;344;UTRECHT;reguliere inst.;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);56826;B Communicatie- en Informatiewetenschappen;voltijd onderwijs;bachelor;wo bachelor;30;82;31;79;36;97;28;69;17;67
Utrecht;344;UTRECHT;reguliere inst.;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);60087;M Kunst- & cultuurwetenschappen;voltijd onderwijs;master;wo master;18;52;15;72;20;77;12;71;18;81
Utrecht;344;UTRECHT;reguliere inst.;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);60128;M Filosofie (research);voltijd onderwijs;master;wo master;0;1;3;3;11;1;3;3;5;2
Utrecht;344;UTRECHT;reguliere inst.;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);60139;M Geschiedenis (research);voltijd onderwijs;master;wo master;6;10;6;11;13;18;11;10;11;17
Utrecht;344;UTRECHT;reguliere inst.;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);60174;M Latijns-Amerika Studies;voltijd onderwijs;master;wo master;2;3;1;2;1;1;0;0;0;0
Utrecht;344;UTRECHT;reguliere inst.;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);60194;M Media Studies (research);voltijd onderwijs;master;wo master;1;4;0;0;0;0;0;0;0;0
Utrecht;344;UTRECHT;reguliere inst.;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);60308;M Communicatiestudies;voltijd onderwijs;master;wo master;0;1;0;0;0;0;0;0;0;0
Utrecht;344;UTRECHT;reguliere inst.;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);60309;M Linguistics: the Study of the Language Faculty (research);voltijd onderwijs;master;wo master;0;5;0;0;0;0;0;0;0;0
Utrecht;344;UTRECHT;reguliere inst.;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);60310;M Philosophy (research);voltijd onderwijs;master;wo master;2;3;2;0;0;0;0;0;0;0
Utrecht;344;UTRECHT;reguliere inst.;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);60623;M American Studies;voltijd onderwijs;master;wo master;0;1;0;0;0;0;0;0;0;0
Utrecht;344;UTRECHT;reguliere inst.;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);60712;M Conflict Studies and Human Rights;voltijd onderwijs;master;wo master;0;1;0;0;0;0;0;0;0;0
Utrecht;344;UTRECHT;reguliere inst.;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);60714;M Antieke Cultuur;voltijd onderwijs;master;wo master;0;1;0;0;0;0;0;0;0;0
Utrecht;344;UTRECHT;reguliere inst.;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);60715;M Kunstbeleid en -management;voltijd onderwijs;master;wo master;1;1;0;0;0;0;0;0;0;0
Utrecht;344;UTRECHT;reguliere inst.;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);60716;M Theaterwetenschap;voltijd onderwijs;master;wo master;0;1;0;0;0;0;0;0;0;0
Utrecht;344;UTRECHT;reguliere inst.;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);60718;M Nieuwe Media en Digitale Cultuur;voltijd onderwijs;master;wo master;4;3;0;0;0;0;0;0;0;0
Utrecht;344;UTRECHT;reguliere inst.;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);60722;M Historical and Comparative Studies of the Sciences and Humanities (research);voltijd onderwijs;master;wo master;1;0;0;1;0;0;0;0;0;0
Utrecht;344;UTRECHT;reguliere inst.;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);60726;M Religie en Theologie;deeltijd onderwijs;master;wo master;7;6;0;0;0;0;0;0;0;0
Utrecht;344;UTRECHT;reguliere inst.;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);60726;M Religie en Theologie;voltijd onderwijs;master;wo master;0;4;0;0;0;0;0;0;0;0
Utrecht;344;UTRECHT;reguliere inst.;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);60734;M Internationale betrekkingen;voltijd onderwijs;master;wo master;45;52;27;48;41;62;42;40;39;59
Utrecht;344;UTRECHT;reguliere inst.;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);60736;M Middeleeuwse studies;voltijd onderwijs;master;wo master;0;1;0;0;0;0;0;0;0;0
Utrecht;344;UTRECHT;reguliere inst.;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);60737;M Renaissance Studies;voltijd onderwijs;master;wo master;1;0;0;0;0;0;0;0;0;0
Utrecht;344;UTRECHT;reguliere inst.;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);60758;M Art History of the Low Countries in its European Context (research);voltijd onderwijs;master;wo master;0;0;0;1;0;0;0;0;0;0
Utrecht;344;UTRECHT;reguliere inst.;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);60759;M Gender and Ethnicity (research);voltijd onderwijs;master;wo master;0;0;0;1;0;0;0;0;0;0
Utrecht;344;UTRECHT;reguliere inst.;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);60760;M History: Cities, States and Citizenship (research);voltijd onderwijs;master;wo master;1;2;0;0;0;0;0;0;0;0
Utrecht;344;UTRECHT;reguliere inst.;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);60761;M Literary Studies: Literature in the Modern Age (research);voltijd onderwijs;master;wo master;0;1;1;0;0;0;0;0;0;0
Utrecht;344;UTRECHT;reguliere inst.;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);60762;M Medieval Studies (research);voltijd onderwijs;master;wo master;3;3;0;0;0;0;0;0;0;0
Utrecht;344;UTRECHT;reguliere inst.;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);60763;M Musicology (research);voltijd onderwijs;master;wo master;0;1;0;0;0;0;0;0;0;0
Utrecht;344;UTRECHT;reguliere inst.;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);60764;M Nederlandse Literatuur (research);voltijd onderwijs;master;wo master;0;0;0;1;0;0;0;0;0;0
Utrecht;344;UTRECHT;reguliere inst.;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);60813;M Letterkunde;voltijd onderwijs;master;wo master;8;44;7;40;7;37;5;45;7;41
Utrecht;344;UTRECHT;reguliere inst.;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);60814;M Letterkunde (research);voltijd onderwijs;master;wo master;0;4;0;9;7;15;1;20;4;11
Utrecht;344;UTRECHT;reguliere inst.;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);60815;M Taalwetenschappen;voltijd onderwijs;master;wo master;3;44;3;47;11;70;9;71;4;67
Utrecht;344;UTRECHT;reguliere inst.;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);60817;M Taalwetenschappen (research);voltijd onderwijs;master;wo master;4;7;7;16;4;13;1;16;3;11
Utrecht;344;UTRECHT;reguliere inst.;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);60822;M Filosofie;deeltijd onderwijs;master;wo master;2;0;2;3;5;2;4;1;5;1
Utrecht;344;UTRECHT;reguliere inst.;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);60822;M Filosofie;voltijd onderwijs;master;wo master;5;8;21;13;10;10;16;13;11;7
Utrecht;344;UTRECHT;reguliere inst.;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);60824;M Theologie & Religiewetenschappen;deeltijd onderwijs;master;wo master;3;7;9;7;5;8;0;1;1;3
Utrecht;344;UTRECHT;reguliere inst.;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);60824;M Theologie & Religiewetenschappen;voltijd onderwijs;master;wo master;4;7;0;12;6;12;3;6;1;6
Utrecht;344;UTRECHT;reguliere inst.;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);60829;M Kunst- & cultuurwetenschappen (research);voltijd onderwijs;master;wo master;4;20;4;19;2;31;6;24;9;31
Utrecht;344;UTRECHT;reguliere inst.;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);60830;M Mediastudies;voltijd onderwijs;master;wo master;19;47;42;66;35;61;34;49;23;64
Utrecht;344;UTRECHT;reguliere inst.;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);60832;M Mediastudies (research);voltijd onderwijs;master;wo master;0;2;3;3;1;2;1;6;2;4
Utrecht;344;UTRECHT;reguliere inst.;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);60833;M Communicatie- & Informatiewetenschappen;voltijd onderwijs;master;wo master;0;0;0;0;4;38;4;27;5;23
Utrecht;344;UTRECHT;reguliere inst.;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);60845;M Noord-Amerika Studies;voltijd onderwijs;master;wo master;4;12;8;11;7;12;6;14;3;3
Utrecht;344;UTRECHT;reguliere inst.;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);60849;M Neerlandistiek;deeltijd onderwijs;master;wo master;0;0;1;5;1;5;0;2;1;4
Utrecht;344;UTRECHT;reguliere inst.;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);60849;M Neerlandistiek;voltijd onderwijs;master;wo master;0;0;0;0;0;0;0;0;0;8
Utrecht;344;UTRECHT;reguliere inst.;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);60851;M Neerlandistiek (research);voltijd onderwijs;master;wo master;0;1;0;0;0;2;5;6;1;3
Utrecht;344;UTRECHT;reguliere inst.;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);66034;M Geschiedenis;deeltijd onderwijs;master;wo master;4;5;1;1;4;2;9;1;6;3
Utrecht;344;UTRECHT;reguliere inst.;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);66034;M Geschiedenis;voltijd onderwijs;master;wo master;16;19;25;13;30;29;24;29;22;22
Utrecht;344;UTRECHT;reguliere inst.;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);66081;M Wijsbegeerte;deeltijd onderwijs;master;wo master;2;0;0;1;0;0;0;0;0;0
Utrecht;344;UTRECHT;reguliere inst.;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);66081;M Wijsbegeerte;voltijd onderwijs;master;wo master;0;1;0;0;0;0;0;0;0;0
Utrecht;344;UTRECHT;reguliere inst.;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);66702;M Film- en Televisiewetenschap;voltijd onderwijs;master;wo master;3;3;0;1;0;0;0;0;0;0
Utrecht;344;UTRECHT;reguliere inst.;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);66802;M Literatuurwetenschap;voltijd onderwijs;master;wo master;2;2;0;0;0;0;0;0;0;0
Utrecht;344;UTRECHT;reguliere inst.;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);66803;M Taalwetenschap;voltijd onderwijs;master;wo master;1;0;0;0;0;0;0;0;0;0
Utrecht;344;UTRECHT;reguliere inst.;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);66804;M Nederlandse Taal en Cultuur;deeltijd onderwijs;master;wo master;3;2;0;0;0;0;0;0;0;0
Utrecht;344;UTRECHT;reguliere inst.;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);66804;M Nederlandse Taal en Cultuur;voltijd onderwijs;master;wo master;0;2;0;0;0;0;0;0;0;0
Utrecht;344;UTRECHT;reguliere inst.;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);66806;M Engelse Taal en Cultuur;voltijd onderwijs;master;wo master;0;1;0;0;0;0;0;0;0;0
Utrecht;344;UTRECHT;reguliere inst.;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);66810;M Spaanse Taal en Cultuur;voltijd onderwijs;master;wo master;0;2;0;0;0;0;0;0;0;0
Utrecht;344;UTRECHT;reguliere inst.;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);66811;M Portugese Taal en Cultuur;voltijd onderwijs;master;wo master;0;1;0;0;0;0;0;0;0;0
Utrecht;344;UTRECHT;reguliere inst.;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);66824;M Kunstgeschiedenis;voltijd onderwijs;master;wo master;1;1;0;0;0;0;0;0;0;0
Utrecht;344;UTRECHT;reguliere inst.;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);66826;M Communicatie- & Informatiewetenschappen;voltijd onderwijs;master;wo master;7;33;4;7;3;1;0;0;0;0
Zuid-Holland;503;DELFT;reguliere inst.;21PF;Technische Universiteit Delft;gezondheidszorg;n.v.t. (gezondheidszorg);55007;B Klinische Technologie (joint degree);voltijd onderwijs;bachelor;wo bachelor;0;0;0;0;0;0;0;0;15;24
Zuid-Holland;503;DELFT;reguliere inst.;21PF;Technische Universiteit Delft;onderwijs;universitaire lerarenopleidingen;68404;M Science Education and Communication;deeltijd onderwijs;master;wo postmaster;1;1;1;1;0;2;2;2;2;5
Zuid-Holland;503;DELFT;reguliere inst.;21PF;Technische Universiteit Delft;onderwijs;universitaire lerarenopleidingen;68404;M Science Education and Communication;voltijd onderwijs;master;wo postmaster;12;9;9;9;12;12;11;19;13;15
Zuid-Holland;503;DELFT;reguliere inst.;21PF;Technische Universiteit Delft;sectoroverstijgend;sectoroverstijgend;55010;B Life Science and Technology (joint degree);voltijd onderwijs;bachelor;wo bachelor;0;0;0;0;0;0;2;0;35;52
Zuid-Holland;503;DELFT;reguliere inst.;21PF;Technische Universiteit Delft;techniek;n.v.t. (techniek);55003;B Nanobiologie (joint degree);voltijd onderwijs;bachelor;wo bachelor;0;0;0;0;10;6;12;9;13;25
Zuid-Holland;503;DELFT;reguliere inst.;21PF;Technische Universiteit Delft;techniek;n.v.t. (techniek);56286;B Life Science and Technology;voltijd onderwijs;bachelor;wo bachelor;21;19;24;18;29;24;21;38;0;0
Zuid-Holland;503;DELFT;reguliere inst.;21PF;Technische Universiteit Delft;techniek;n.v.t. (techniek);56951;B Bouwkunde;voltijd onderwijs;bachelor;wo bachelor;299;209;201;166;186;168;104;121;97;96
Zuid-Holland;503;DELFT;reguliere inst.;21PF;Technische Universiteit Delft;techniek;n.v.t. (techniek);56952;B Civiele Techniek;voltijd onderwijs;bachelor;wo bachelor;164;38;173;47;187;57;209;60;189;60
Zuid-Holland;503;DELFT;reguliere inst.;21PF;Technische Universiteit Delft;techniek;n.v.t. (techniek);56953;B Electrical Engineering;voltijd onderwijs;bachelor;wo bachelor;34;6;51;1;59;3;63;3;73;3
Zuid-Holland;503;DELFT;reguliere inst.;21PF;Technische Universiteit Delft;techniek;n.v.t. (techniek);56955;B Industrieel Ontwerpen;voltijd onderwijs;bachelor;wo bachelor;187;119;154;143;164;122;130;111;129;115
Zuid-Holland;503;DELFT;reguliere inst.;21PF;Technische Universiteit Delft;techniek;n.v.t. (techniek);56956;B Luchtvaart- en Ruimtevaarttechniek;voltijd onderwijs;bachelor;wo bachelor;259;34;293;44;243;34;218;29;224;36
Zuid-Holland;503;DELFT;reguliere inst.;21PF;Technische Universiteit Delft;techniek;n.v.t. (techniek);56957;B Maritieme Techniek;voltijd onderwijs;bachelor;wo bachelor;32;6;43;9;57;13;53;10;45;15
Zuid-Holland;503;DELFT;reguliere inst.;21PF;Technische Universiteit Delft;techniek;n.v.t. (techniek);56959;B Technische Aardwetenschappen;voltijd onderwijs;bachelor;wo bachelor;21;7;30;10;25;10;43;9;60;25
Zuid-Holland;503;DELFT;reguliere inst.;21PF;Technische Universiteit Delft;techniek;n.v.t. (techniek);56962;B Technische Natuurkunde;voltijd onderwijs;bachelor;wo bachelor;80;8;94;18;101;15;98;14;102;16
Zuid-Holland;503;DELFT;reguliere inst.;21PF;Technische Universiteit Delft;techniek;n.v.t. (techniek);56964;B Technische Informatica;voltijd onderwijs;bachelor;wo bachelor;65;6;73;3;73;5;63;4;132;10
Zuid-Holland;503;DELFT;reguliere inst.;21PF;Technische Universiteit Delft;techniek;n.v.t. (techniek);56965;B Technische Wiskunde;voltijd onderwijs;bachelor;wo bachelor;24;13;21;24;19;17;22;12;30;22
Zuid-Holland;503;DELFT;reguliere inst.;21PF;Technische Universiteit Delft;techniek;n.v.t. (techniek);56966;B Werktuigbouwkunde;voltijd onderwijs;bachelor;wo bachelor;215;16;224;23;316;29;300;33;286;32
Zuid-Holland;503;DELFT;reguliere inst.;21PF;Technische Universiteit Delft;techniek;n.v.t. (techniek);56995;B Technische Bestuurskunde;voltijd onderwijs;bachelor;wo bachelor;88;37;93;34;79;45;88;46;107;56
Zuid-Holland;503;DELFT;reguliere inst.;21PF;Technische Universiteit Delft;techniek;n.v.t. (techniek);59308;B Molecular Science and Technology;voltijd onderwijs;bachelor;wo bachelor;29;11;46;17;32;15;31;13;0;0
Zuid-Holland;503;DELFT;reguliere inst.;21PF;Technische Universiteit Delft;techniek;n.v.t. (techniek);60178;M Offshore and Dredging Engineering;voltijd onderwijs;master;wo master;50;0;74;9;89;7;107;13;107;16
Zuid-Holland;503;DELFT;reguliere inst.;21PF;Technische Universiteit Delft;techniek;n.v.t. (techniek);60179;M Engineering and Policy Analysis;voltijd onderwijs;master;wo master;14;7;21;14;20;3;24;7;18;14
Zuid-Holland;503;DELFT;reguliere inst.;21PF;Technische Universiteit Delft;techniek;n.v.t. (techniek);60300;M Computer Science;voltijd onderwijs;master;wo master;53;4;57;4;46;3;55;14;80;21
Zuid-Holland;503;DELFT;reguliere inst.;21PF;Technische Universiteit Delft;techniek;n.v.t. (techniek);60331;M Embedded Systems;voltijd onderwijs;master;wo master;22;1;22;2;23;1;29;2;24;9
Zuid-Holland;503;DELFT;reguliere inst.;21PF;Technische Universiteit Delft;techniek;n.v.t. (techniek);60337;M Construction Management and Engineering;voltijd onderwijs;master;wo master;11;9;38;16;27;14;41;12;44;19
Zuid-Holland;503;DELFT;reguliere inst.;21PF;Technische Universiteit Delft;techniek;n.v.t. (techniek);60348;M Applied Mathematics;voltijd onderwijs;master;wo master;16;7;18;7;24;12;24;9;34;24
Zuid-Holland;503;DELFT;reguliere inst.;21PF;Technische Universiteit Delft;techniek;n.v.t. (techniek);60349;M Architecture, Urbanism and Building Sciences;voltijd onderwijs;master;wo master;320;200;250;193;284;217;268;223;294;236
Zuid-Holland;503;DELFT;reguliere inst.;21PF;Technische Universiteit Delft;techniek;n.v.t. (techniek);60351;M Computer Engineering;voltijd onderwijs;master;wo master;13;3;12;1;8;0;10;0;16;1
Zuid-Holland;503;DELFT;reguliere inst.;21PF;Technische Universiteit Delft;techniek;n.v.t. (techniek);60352;M Civil Engineering;voltijd onderwijs;master;wo master;165;34;181;42;195;61;171;74;194;77
Zuid-Holland;503;DELFT;reguliere inst.;21PF;Technische Universiteit Delft;techniek;n.v.t. (techniek);60353;M Electrical Engineering;voltijd onderwijs;master;wo master;44;5;56;11;70;19;82;13;110;30
Zuid-Holland;503;DELFT;reguliere inst.;21PF;Technische Universiteit Delft;techniek;n.v.t. (techniek);60354;M Integrated Product Design;voltijd onderwijs;master;wo master;62;26;86;34;79;27;75;30;84;51
Zuid-Holland;503;DELFT;reguliere inst.;21PF;Technische Universiteit Delft;techniek;n.v.t. (techniek);60355;M Design for Interaction;voltijd onderwijs;master;wo master;38;42;44;41;34;33;42;50;35;51
Zuid-Holland;503;DELFT;reguliere inst.;21PF;Technische Universiteit Delft;techniek;n.v.t. (techniek);60356;M Strategic Product Design;voltijd onderwijs;master;wo master;49;33;52;36;44;46;44;49;36;40
Zuid-Holland;503;DELFT;reguliere inst.;21PF;Technische Universiteit Delft;techniek;n.v.t. (techniek);60357;M Media and Knowledge Engineering;voltijd onderwijs;master;wo master;3;0;0;0;0;0;0;0;0;0
Zuid-Holland;503;DELFT;reguliere inst.;21PF;Technische Universiteit Delft;techniek;n.v.t. (techniek);60358;M Complex Systems Engineering and Management;voltijd onderwijs;master;wo master;51;12;52;12;60;24;47;14;48;14
Zuid-Holland;503;DELFT;reguliere inst.;21PF;Technische Universiteit Delft;techniek;n.v.t. (techniek);60359;M Systems and Control;voltijd onderwijs;master;wo master;26;3;27;0;33;2;35;6;54;9
Zuid-Holland;503;DELFT;reguliere inst.;21PF;Technische Universiteit Delft;techniek;n.v.t. (techniek);60360;M Applied Earth Sciences;voltijd onderwijs;master;wo master;57;14;46;21;64;17;79;23;77;22
Zuid-Holland;503;DELFT;reguliere inst.;21PF;Technische Universiteit Delft;techniek;n.v.t. (techniek);60361;M Transport, Infrastructure and Logistics;voltijd onderwijs;master;wo master;22;6;22;11;39;24;25;22;36;29
Zuid-Holland;503;DELFT;reguliere inst.;21PF;Technische Universiteit Delft;techniek;n.v.t. (techniek);60436;M Applied Physics;voltijd onderwijs;master;wo master;49;11;44;13;50;12;62;18;55;9
